reklamacia,uloha 107 - nastavenie pristupov,2025-07-26,false
admin,uloha 108 - overenie platby,2025-08-04,false
reklamacia,uloha 109 - followup s klientom,2025-11-12,false
reklamacia,uloha 110 - naplanovat meeting,2025-01-01,false
admin,uloha 111 - priprava podkladov,2025-10-24,false
reklamacia,uloha 112 - interny audit,2025-08-15,false
admin,uloha 113 - naplanovat meeting,2025-08-31,false
admin,uloha 114 - spracovanie reportu,2025-05-26,false
reklamacia,uloha 115 - spracovanie reportu,2025-05-01,false
admin,uloha 116 - overenie platby,2025-03-17,true
admin,uloha 117 - interny audit,2025-11-09,false
admin,uloha 118 - interny audit,2025-08-01,false
admin,uloha 119 - priprava podkladov,2025-09-11,false
admin,uloha 120 - kontrola zaznamov,2025-02-24,false
admin,uloha 121 - followup s klientom,2025-12-23,false
admin,uloha 122 - naplanovat meeting,2025-05-08,false
admin,uloha 123 - interny audit,2025-03-10,false
reklamacia,uloha 124 - interny audit,2025-11-10,false
reklamacia,uloha 125 - naplanovat meeting,2025-08-17,false
reklamacia,uloha 126 - interny audit,2025-05-13,false
reklamacia,uloha 127 - naplanovat meeting,2025-09-06,false
reklamacia,uloha 128 - interny audit,2025-02-09,false
admin,uloha 129 - aktualizacia dokumentacie,2025-06-21,false
admin,uloha 130 - followup s klientom,2025-03-19,true
admin,uloha 131 - overenie platby,2025-02-02,false
reklamacia,uloha 132 - naplanovat meeting,2025-08-27,false
admin,uloha 133 - priprava podkladov,2025-07-19,false
admin,uloha 134 - riesenie ticketu,2025-07-14,false
reklamacia,uloha 135 - aktualizacia dokumentacie,2025-07-19,false
reklamacia,uloha 136 - naplanovat meeting,2025-10-07,false
admin,uloha 137 - interny audit,2025-04-23,true
reklamacia,uloha 138 - kontrola zaznamov,2025-07-19,false
reklamacia,uloha 139 - followup s klientom,2025-08-28,false
admin,uloha 140 - priprava podkladov,2025-10-31,false
admin,uloha 141 - spracovanie reportu,2025-11-26,false
reklamacia,uloha 142 - followup s klientom,2025-01-26,true
reklamacia,uloha 143 - overenie platby,2025-08-21,false
reklamacia,uloha 144 - aktualizacia dokumentacie,2025-08-04,true
admin,uloha 145 - interny audit,2025-01-10,false
admin,uloha 146 - nastavenie pristupov,2025-04-25,false
admin,uloha 147 - kontrola zaznamov,2025-05-07,true
admin,uloha 148 - riesenie ticketu,2025-03-20,true
reklamacia,uloha 149 - spracovanie reportu,2025-10-16,false
reklamacia,uloha 150 - aktualizacia dokumentacie,2025-07-08,true
admin,uloha 151 - followup s klientom,2025-06-09,true
admin,uloha 152 - aktualizacia dokumentacie,2025-10-22,false
reklamacia,uloha 153 - priprava podkladov,2025-04-12,true
admin,uloha 154 - spracovanie reportu,2025-12-23,false
admin,uloha 155 - riesenie ticketu,2025-01-22,false
reklamacia,uloha 156 - nastavenie pristupov,2025-02-05,false
reklamacia,uloha 157 - kontrola zaznamov,2025-08-04,false
admin,uloha 158 - priprava podkladov,2025-07-05,false
reklamacia,uloha 159 - followup s klientom,2025-08-11,true
reklamacia,uloha 160 - riesenie ticketu,2025-10-03,false
reklamacia,uloha 161 - priprava podkladov,2025-10-31,true
admin,uloha 162 - spracovanie reportu,2025-05-23,false
admin,uloha 163 - interny audit,2025-10-19,false
reklamacia,uloha 164 - nastavenie pristupov,2025-01-15,false
reklamacia,uloha 165 - followup s klientom,2025-09-07,true
reklamacia,uloha 166 - nastavenie pristupov,2025-05-24,false
reklamacia,uloha 167 - naplanovat meeting,2025-01-06,false
admin,uloha 168 - spracovanie reportu,2025-05-04,false
reklamacia,uloha 169 - naplanovat meeting,2025-05-04,false
reklamacia,uloha 170 - interny audit,2025-01-09,true
admin,uloha 171 - priprava podkladov,2025-12-21,true
reklamacia,uloha 172 - interny audit,2025-10-11,false
reklamacia,uloha 173 - naplanovat meeting,2025-06-19,false
reklamacia,uloha 174 - aktualizacia dokumentacie,2025-06-06,true
admin,uloha 175 - overenie platby,2025-06-11,true
admin,uloha 176 - overenie platby,2025-04-21,false
reklamacia,uloha 177 - riesenie ticketu,2025-09-26,false
admin,uloha 178 - overenie platby,2025-06-01,true
admin,uloha 179 - aktualizacia dokumentacie,2025-01-08,false
admin,uloha 180 - aktualizacia dokumentacie,2025-01-24,false
reklamacia,uloha 181 - followup s klientom,2025-11-23,false
reklamacia,uloha 182 - spracovanie reportu,2025-01-07,false
reklamacia,uloha 183 - interny audit,2025-08-14,false
admin,uloha 184 - aktualizacia dokumentacie,2025-09-02,true
admin,uloha 185 - priprava podkladov,2025-09-09,true
admin,uloha 186 - followup s klientom,2025-03-18,false
reklamacia,uloha 187 - spracovanie reportu,2025-05-08,true
reklamacia,uloha 188 - riesenie ticketu,2025-11-02,false
admin,uloha 189 - naplanovat meeting,2025-07-14,false
reklamacia,uloha 190 - aktualizacia dokumentacie,2025-10-29,false
reklamacia,uloha 191 - riesenie ticketu,2025-11-14,true
admin,uloha 192 - overenie platby,2025-11-17,true
admin,uloha 193 - followup s klientom,2025-05-03,true
admin,uloha 194 - followup s klientom,2025-01-02,false
reklamacia,uloha 195 - aktualizacia dokumentacie,2025-01-17,true
reklamacia,uloha 196 - interny audit,2025-02-06,false
reklamacia,uloha 197 - riesenie ticketu,2025-12-05,false
admin,uloha 198 - priprava podkladov,2025-02-28,false
admin,uloha 199 - aktualizacia dokumentacie,2025-03-14,true
admin,uloha 200 - aktualizacia dokumentacie,2025-11-01,false
reklamacia,uloha 201 - interny audit,2025-03-05,false
reklamacia,uloha 202 - priprava podkladov,2025-05-20,false
reklamacia,uloha 203 - interny audit,2025-02-11,false
reklamacia,uloha 204 - nastavenie pristupov,2025-11-06,true
admin,uloha 205 - overenie platby,2025-12-12,false
admin,uloha 206 - aktualizacia dokumentacie,2025-10-23,true
admin,uloha 207 - interny audit,2025-09-23,false
reklamacia,uloha 208 - followup s klientom,2025-10-27,false
reklamacia,uloha 209 - spracovanie reportu,2025-08-29,false
reklamacia,uloha 210 - nastavenie pristupov,2025-12-10,true
admin,uloha 211 - nastavenie pristupov,2025-07-30,false
reklamacia,uloha 212 - priprava podkladov,2025-10-09,true
admin,uloha 213 - nastavenie pristupov,2025-05-10,false
reklamacia,uloha 214 - naplanovat meeting,2025-01-01,false
reklamacia,uloha 215 - priprava podkladov,2025-01-28,true
reklamacia,uloha 216 - riesenie ticketu,2025-09-13,false
admin,uloha 217 - overenie platby,2025-05-17,false
reklamacia,uloha 218 - interny audit,2025-12-24,false
admin,uloha 219 - riesenie ticketu,2025-05-03,false
reklamacia,uloha 220 - naplanovat meeting,2025-01-08,false
admin,uloha 221 - overenie platby,2025-02-28,false
admin,uloha 222 - followup s klientom,2025-09-13,false
reklamacia,uloha 223 - naplanovat meeting,2025-12-28,true
reklamacia,uloha 224 - interny audit,2025-05-05,false
admin,uloha 225 - priprava podkladov,2025-04-08,false
admin,uloha 226 - spracovanie reportu,2025-05-22,false
reklamacia,uloha 227 - nastavenie pristupov,2025-09-17,true
admin,uloha 228 - aktualizacia dokumentacie,2025-06-02,false
reklamacia,uloha 229 - followup s klientom,2025-08-17,false
reklamacia,uloha 230 - nastavenie pristupov,2025-10-10,false
reklamacia,uloha 231 - interny audit,2025-06-14,false
admin,uloha 232 - riesenie ticketu,2025-07-16,true
reklamacia,uloha 233 - kontrola zaznamov,2025-06-12,false
reklamacia,uloha 234 - priprava podkladov,2025-12-06,false
admin,uloha 235 - interny audit,2025-01-19,true
reklamacia,uloha 236 - spracovanie reportu,2025-08-14,true
reklamacia,uloha 237 - kontrola zaznamov,2025-03-15,false
admin,uloha 238 - spracovanie reportu,2025-08-29,false
reklamacia,uloha 239 - nastavenie pristupov,2025-11-16,false
admin,uloha 240 - nastavenie pristupov,2025-12-12,false
reklamacia,uloha 241 - nastavenie pristupov,2025-11-17,false
reklamacia,uloha 242 - naplanovat meeting,2025-01-19,false
admin,uloha 243 - aktualizacia dokumentacie,2025-04-27,false
reklamacia,uloha 244 - spracovanie reportu,2025-11-21,false
admin,uloha 245 - interny audit,2025-03-27,false
admin,uloha 246 - kontrola zaznamov,2025-06-16,false
reklamacia,uloha 247 - nastavenie pristupov,2025-07-11,false
admin,uloha 248 - naplanovat meeting,2025-07-30,false
admin,uloha 249 - followup s klientom,2025-03-31,true
reklamacia,uloha 250 - riesenie ticketu,2025-12-16,true
admin,uloha 251 - overenie platby,2025-08-25,false
reklamacia,uloha 252 - aktualizacia dokumentacie,2025-12-08,true
reklamacia,uloha 253 - aktualizacia dokumentacie,2025-12-13,false
admin,uloha 254 - interny audit,2025-06-26,false
reklamacia,uloha 255 - priprava podkladov,2025-12-20,true
reklamacia,uloha 256 - overenie platby,2025-07-16,false
admin,uloha 257 - overenie platby,2025-07-15,false
reklamacia,uloha 258 - aktualizacia dokumentacie,2025-01-12,false
reklamacia,uloha 259 - aktualizacia dokumentacie,2025-01-05,false
admin,uloha 260 - riesenie ticketu,2025-09-12,false
reklamacia,uloha 261 - overenie platby,2025-11-07,false
admin,uloha 262 - overenie platby,2025-11-14,true
admin,uloha 263 - spracovanie reportu,2025-11-18,false
reklamacia,uloha 264 - interny audit,2025-01-18,false
admin,uloha 265 - spracovanie reportu,2025-06-01,false
reklamacia,uloha 266 - followup s klientom,2025-04-13,true
reklamacia,uloha 267 - naplanovat meeting,2025-09-14,false
admin,uloha 268 - aktualizacia dokumentacie,2025-09-04,false
reklamacia,uloha 269 - nastavenie pristupov,2025-02-28,false
admin,uloha 270 - followup s klientom,2025-04-26,false
reklamacia,uloha 271 - naplanovat meeting,2025-07-07,true
reklamacia,uloha 272 - kontrola zaznamov,2025-05-16,false
reklamacia,uloha 273 - nastavenie pristupov,2025-12-11,false
reklamacia,uloha 274 - riesenie ticketu,2025-07-15,false
reklamacia,uloha 275 - spracovanie reportu,2025-12-12,true
admin,uloha 276 - riesenie ticketu,2025-10-15,false
admin,uloha 277 - spracovanie reportu,2025-11-22,false
reklamacia,uloha 278 - priprava podkladov,2025-03-01,true
admin,uloha 279 - aktualizacia dokumentacie,2025-09-10,true
admin,uloha 280 - naplanovat meeting,2025-03-11,false
reklamacia,uloha 281 - naplanovat meeting,2025-08-03,false
admin,uloha 282 - priprava podkladov,2025-12-02,true
reklamacia,uloha 283 - riesenie ticketu,2025-07-28,false
reklamacia,uloha 284 - kontrola zaznamov,2025-12-20,false
reklamacia,uloha 285 - interny audit,2025-05-01,false
admin,uloha 286 - nastavenie pristupov,2025-10-06,false
reklamacia,uloha 287 - kontrola zaznamov,2025-07-23,true
admin,uloha 288 - interny audit,2025-02-16,false
admin,uloha 289 - kontrola zaznamov,2025-06-20,true
admin,uloha 290 - riesenie ticketu,2025-04-16,true
admin,uloha 291 - riesenie ticketu,2025-04-21,false
admin,uloha 292 - nastavenie pristupov,2025-03-17,false
admin,uloha 293 - aktualizacia dokumentacie,2025-03-16,false
reklamacia,uloha 294 - followup s klientom,2025-02-26,false
admin,uloha 295 - followup s klientom,2025-01-08,false
admin,uloha 296 - riesenie ticketu,2025-06-15,true
reklamacia,uloha 297 - kontrola zaznamov,2025-03-06,false
admin,uloha 298 - spracovanie reportu,2025-09-01,false
reklamacia,uloha 299 - naplanovat meeting,2025-10-31,true
admin,uloha 300 - riesenie ticketu,2025-01-23,false
reklamacia,uloha 301 - interny audit,2025-11-26,false
admin,uloha 302 - interny audit,2025-07-25,false
admin,uloha 303 - interny audit,2025-12-31,false
admin,uloha 304 - spracovanie reportu,2025-06-14,false
admin,uloha 305 - followup s klientom,2025-05-21,false
reklamacia,uloha 306 - priprava podkladov,2025-11-02,false
reklamacia,uloha 307 - naplanovat meeting,2025-11-06,false
admin,uloha 308 - naplanovat meeting,2025-04-21,false
admin,uloha 309 - priprava podkladov,2025-06-23,false
reklamacia,uloha 310 - priprava podkladov,2025-02-18,false
reklamacia,uloha 311 - aktualizacia dokumentacie,2025-07-11,false
reklamacia,uloha 312 - spracovanie reportu,2025-02-16,false
admin,uloha 313 - priprava podkladov,2025-02-19,false
reklamacia,uloha 314 - followup s klientom,2025-10-12,true
reklamacia,uloha 315 - spracovanie reportu,2025-07-30,false
reklamacia,uloha 316 - kontrola zaznamov,2025-05-28,false
reklamacia,uloha 317 - spracovanie reportu,2025-10-23,false
admin,uloha 318 - interny audit,2025-04-25,false
reklamacia,uloha 319 - naplanovat meeting,2025-07-08,true
reklamacia,uloha 320 - riesenie ticketu,2025-04-26,false
admin,uloha 321 - riesenie ticketu,2025-12-03,false
reklamacia,uloha 322 - kontrola zaznamov,2025-04-03,true
reklamacia,uloha 323 - nastavenie pristupov,2025-06-29,true
admin,uloha 324 - riesenie ticketu,2025-12-03,false
admin,uloha 325 - kontrola zaznamov,2025-02-16,false
admin,uloha 326 - priprava podkladov,2025-08-03,false
admin,uloha 327 - nastavenie pristupov,2025-06-09,false
admin,uloha 328 - kontrola zaznamov,2025-03-21,true
admin,uloha 329 - spracovanie reportu,2025-05-20,false
reklamacia,uloha 330 - interny audit,2025-11-07,false
reklamacia,uloha 331 - overenie platby,2025-09-20,true
reklamacia,uloha 332 - spracovanie reportu,2025-05-26,false
reklamacia,uloha 333 - naplanovat meeting,2025-12-08,false
admin,uloha 334 - priprava podkladov,2025-11-03,true
admin,uloha 335 - aktualizacia dokumentacie,2025-04-19,false
reklamacia,uloha 336 - aktualizacia dokumentacie,2025-06-17,true
reklamacia,uloha 337 - priprava podkladov,2025-03-31,true
admin,uloha 338 - naplanovat meeting,2025-10-14,false
reklamacia,uloha 339 - spracovanie reportu,2025-07-23,false
admin,uloha 340 - priprava podkladov,2025-01-10,false
admin,uloha 341 - nastavenie pristupov,2025-10-22,false
reklamacia,uloha 342 - priprava podkladov,2025-05-29,true
admin,uloha 343 - nastavenie pristupov,2025-03-29,false
reklamacia,uloha 344 - nastavenie pristupov,2025-02-15,false
admin,uloha 345 - overenie platby,2025-08-12,false
admin,uloha 346 - priprava podkladov,2025-06-08,false
admin,uloha 347 - nastavenie pristupov,2025-03-28,true
admin,uloha 348 - naplanovat meeting,2025-09-19,true
reklamacia,uloha 349 - nastavenie pristupov,2025-11-27,false
admin,uloha 350 - spracovanie reportu,2025-03-16,true
admin,uloha 351 - riesenie ticketu,2025-03-20,false
admin,uloha 352 - followup s klientom,2025-11-18,false
reklamacia,uloha 353 - riesenie ticketu,2025-11-26,false
reklamacia,uloha 354 - nastavenie pristupov,2025-03-19,false
reklamacia,uloha 355 - interny audit,2025-11-20,false
reklamacia,uloha 356 - riesenie ticketu,2025-01-29,false
admin,uloha 357 - aktualizacia dokumentacie,2025-08-25,false
admin,uloha 358 - nastavenie pristupov,2025-05-27,true
admin,uloha 359 - riesenie ticketu,2025-11-01,false
reklamacia,uloha 360 - riesenie ticketu,2025-10-11,false
admin,uloha 361 - interny audit,2025-10-20,false
reklamacia,uloha 362 - riesenie ticketu,2025-09-01,false
admin,uloha 363 - interny audit,2025-02-22,false
reklamacia,uloha 364 - spracovanie reportu,2025-09-16,false
admin,uloha 365 - overenie platby,2025-12-29,false
reklamacia,uloha 366 - naplanovat meeting,2025-09-25,false
reklamacia,uloha 367 - nastavenie pristupov,2025-05-25,false
reklamacia,uloha 368 - riesenie ticketu,2025-01-27,false
reklamacia,uloha 369 - spracovanie reportu,2025-06-18,true
reklamacia,uloha 370 - aktualizacia dokumentacie,2025-05-10,false
admin,uloha 371 - nastavenie pristupov,2025-02-11,false
admin,uloha 372 - nastavenie pristupov,2025-06-08,false
reklamacia,uloha 373 - followup s klientom,2025-11-01,false
admin,uloha 374 - aktualizacia dokumentacie,2025-10-14,false
reklamacia,uloha 375 - followup s klientom,2025-12-10,false
admin,uloha 376 - priprava podkladov,2025-09-18,false
reklamacia,uloha 377 - aktualizacia dokumentacie,2025-04-03,false
reklamacia,uloha 378 - interny audit,2025-04-09,true
admin,uloha 379 - followup s klientom,2025-02-09,true
admin,uloha 380 - naplanovat meeting,2025-10-04,false
admin,uloha 381 - nastavenie pristupov,2025-11-13,true
reklamacia,uloha 382 - followup s klientom,2025-03-25,true
admin,uloha 383 - interny audit,2025-01-23,false
admin,uloha 384 - interny audit,2025-11-09,true
reklamacia,uloha 385 - overenie platby,2025-10-01,true
reklamacia,uloha 386 - overenie platby,2025-07-08,false
reklamacia,uloha 387 - interny audit,2025-05-25,false
reklamacia,uloha 388 - followup s klientom,2025-04-13,false
admin,uloha 389 - aktualizacia dokumentacie,2025-01-27,false
reklamacia,uloha 390 - naplanovat meeting,2025-02-22,false
admin,uloha 391 - aktualizacia dokumentacie,2025-02-12,false
reklamacia,uloha 392 - interny audit,2025-09-20,true
reklamacia,uloha 393 - spracovanie reportu,2025-04-24,false
reklamacia,uloha 394 - kontrola zaznamov,2025-08-01,true
reklamacia,uloha 395 - overenie platby,2025-07-17,false
reklamacia,uloha 396 - overenie platby,2025-01-15,false
admin,uloha 397 - nastavenie pristupov,2025-03-16,true
reklamacia,uloha 398 - interny audit,2025-12-23,false
reklamacia,uloha 399 - interny audit,2025-11-12,true
admin,uloha 400 - kontrola zaznamov,2025-05-12,true
admin,uloha 401 - naplanovat meeting,2025-11-08,false
admin,uloha 402 - aktualizacia dokumentacie,2025-05-02,false
admin,uloha 403 - overenie platby,2025-08-03,false
reklamacia,uloha 404 - spracovanie reportu,2025-02-26,false
reklamacia,uloha 405 - riesenie ticketu,2025-10-02,true
admin,uloha 406 - followup s klientom,2025-05-30,false
reklamacia,uloha 407 - overenie platby,2025-10-20,false
admin,uloha 408 - naplanovat meeting,2025-07-04,true
admin,uloha 409 - priprava podkladov,2025-08-29,true
reklamacia,uloha 410 - nastavenie pristupov,2025-05-10,false
reklamacia,uloha 411 - spracovanie reportu,2025-06-26,true
admin,uloha 412 - riesenie ticketu,2025-06-20,true
reklamacia,uloha 413 - naplanovat meeting,2025-06-23,false
admin,uloha 414 - interny audit,2025-12-23,false
admin,uloha 415 - followup s klientom,2025-02-02,false
reklamacia,uloha 416 - kontrola zaznamov,2025-05-31,true
admin,uloha 417 - kontrola zaznamov,2025-06-11,false
reklamacia,uloha 418 - naplanovat meeting,2025-08-31,true
admin,uloha 419 - aktualizacia dokumentacie,2025-07-02,false
admin,uloha 420 - nastavenie pristupov,2025-05-20,true
reklamacia,uloha 421 - priprava podkladov,2025-07-24,false
reklamacia,uloha 422 - nastavenie pristupov,2025-04-06,false
reklamacia,uloha 423 - nastavenie pristupov,2025-09-23,true
admin,uloha 424 - priprava podkladov,2025-02-10,false
admin,uloha 425 - naplanovat meeting,2025-05-31,false
admin,uloha 426 - nastavenie pristupov,2025-12-05,true
reklamacia,uloha 427 - riesenie ticketu,2025-08-07,true
reklamacia,uloha 428 - nastavenie pristupov,2025-08-17,true
reklamacia,uloha 429 - riesenie ticketu,2025-08-11,true
admin,uloha 430 - spracovanie reportu,2025-12-10,false
reklamacia,uloha 431 - naplanovat meeting,2025-12-14,true
admin,uloha 432 - followup s klientom,2025-11-08,false
reklamacia,uloha 433 - kontrola zaznamov,2025-03-06,true
reklamacia,uloha 434 - nastavenie pristupov,2025-07-16,false
admin,uloha 435 - riesenie ticketu,2025-03-20,false
reklamacia,uloha 436 - nastavenie pristupov,2025-08-16,false
admin,uloha 437 - naplanovat meeting,2025-07-07,false
reklamacia,uloha 438 - overenie platby,2025-02-28,true
admin,uloha 439 - interny audit,2025-09-23,false
admin,uloha 440 - aktualizacia dokumentacie,2025-05-14,false
admin,uloha 441 - riesenie ticketu,2025-05-27,false
reklamacia,uloha 442 - overenie platby,2025-03-04,true
admin,uloha 443 - interny audit,2025-03-30,false
reklamacia,uloha 444 - spracovanie reportu,2025-12-16,false
reklamacia,uloha 445 - nastavenie pristupov,2025-12-30,true
reklamacia,uloha 446 - aktualizacia dokumentacie,2025-03-22,false
admin,uloha 447 - nastavenie pristupov,2025-09-18,true
admin,uloha 448 - followup s klientom,2025-05-02,false
admin,uloha 449 - nastavenie pristupov,2025-10-11,false
reklamacia,uloha 450 - naplanovat meeting,2025-03-08,false
admin,uloha 451 - spracovanie reportu,2025-06-08,false
reklamacia,uloha 452 - naplanovat meeting,2025-07-30,false
admin,uloha 453 - followup s klientom,2025-06-12,false
reklamacia,uloha 454 - interny audit,2025-12-15,false
admin,uloha 455 - naplanovat meeting,2025-11-24,false
admin,uloha 456 - priprava podkladov,2025-09-15,false
admin,uloha 457 - spracovanie reportu,2025-09-23,true
admin,uloha 458 - followup s klientom,2025-06-15,false
admin,uloha 459 - nastavenie pristupov,2025-09-23,false
admin,uloha 460 - aktualizacia dokumentacie,2025-04-11,false
reklamacia,uloha 461 - followup s klientom,2025-11-17,false
admin,uloha 462 - naplanovat meeting,2025-11-25,true
admin,uloha 463 - followup s klientom,2025-12-04,false
reklamacia,uloha 464 - riesenie ticketu,2025-01-22,false
admin,uloha 465 - spracovanie reportu,2025-01-24,false
reklamacia,uloha 466 - overenie platby,2025-10-20,false
admin,uloha 467 - interny audit,2025-11-18,false
reklamacia,uloha 468 - interny audit,2025-05-06,false
reklamacia,uloha 469 - aktualizacia dokumentacie,2025-08-21,true
admin,uloha 470 - followup s klientom,2025-08-14,false
reklamacia,uloha 471 - overenie platby,2025-06-24,false
reklamacia,uloha 472 - nastavenie pristupov,2025-06-26,false
admin,uloha 473 - nastavenie pristupov,2025-09-21,false
reklamacia,uloha 474 - overenie platby,2025-08-27,true
reklamacia,uloha 475 - overenie platby,2025-03-14,true
reklamacia,uloha 476 - priprava podkladov,2025-11-12,false
admin,uloha 477 - nastavenie pristupov,2025-10-23,false
admin,uloha 478 - followup s klientom,2025-09-13,false
reklamacia,uloha 479 - interny audit,2025-06-07,false
admin,uloha 480 - priprava podkladov,2025-09-16,false
admin,uloha 481 - overenie platby,2025-10-26,false
admin,uloha 482 - aktualizacia dokumentacie,2025-09-11,false
